;Timestamp [s],Timediff[탎],Trigger Type,Event Type,Data,Data,Data,Data
0.000000,+1332170382000000탎,,Realtime (83),Mon Mar 19 15:19:42 2012
0.000000,+0탎,Single,Session Start (4484),ID:c0015b89
0.000000,+0탎,On/Off,BUS INFO (4c2),ch:1,Baudrate:1443, Silent:1, Protocol:0, Pre-Trigger:0, Post-Trigger:0, Fw:6081f201
0.000000,+0탎,On/Off,BUS INFO (84c2),ch:2,Baudrate:1443, Silent:0, Protocol:0, Pre-Trigger:0, Post-Trigger:0, Fw:6081f201
143.858169,+452탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,311,data:,bd,67,0a,40,bc,0e,39,d5,
143.858621,+452탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,312,data:,bf,8c,cc,cd,3f,0a,3d,71,
143.859077,+456탎,On/Off,CAN (498),RX ch:1,Dlc:8,id:,313,data:,bf,87,ae,14,3f,80,a8,52,
143.859629,+552탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,cf00400,data:,f0,7d,89,85,12,00,ff,89,
143.859913,+284탎,On/Off,CAN (4a0),RX ch:1,Dlc:0,idx:,cf00a01
143.860501,+588탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,14ff0221,data:,ff,ff,ff,ff,ff,ff,ff,ff,
143.861070,+569탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,18fee000,data:,ef,9e,0e,00,ef,9e,0e,00,
143.861350,+280탎,On/Off,CAN (4a0),RX ch:1,Dlc:0,idx:,10f01a01
143.861926,+576탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,14fd3e00,data:,c0,2a,ff,16,2c,ff,ff,ff,
143.862994,+1068탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,301,data:,09,6f,a7,43,0a,b8,0c,98,
143.863546,+552탎,On/Off,CAN (4a8),RX ch:1,Dlc:8,idx:,302,data:,1d,35,19,85,00,04,35,b3,
